author_name,3gram1,3gram2,3gram3
Eric Crooks,merge pull request,pull request 14,request 14 from
deno-drash-docs-ci,staging build tue,build tue dec,tue dec 31
Eric Crooks,teststagingci merge branch,merge branch staging,branch staging into
Edmund Miller,fixnode add boot,add boot loader,boot loader for
Keyi Zhang,test windows build,windows build skip,build skip travis
Brokalys bot,monthly price per,price per sqm,per sqm data
Gordon Hsu,added generic pid,generic pid controller,pid controller and
Grant,some changes and,changes and exported,and exported api
Grant,changed api names,api names and,names and moved
Grant,trying to add,to add separate,add separate logic
george,new version tue,version tue dec,tue dec 31
Pablo Bonilla,alerta de salida,de salida en,salida en front
AlphaCentaury,beta 1 rtw,1 rtw sprint,rtw sprint configuration
Eric Marty,finish basic database,basic database schema,database schema and
AndresFDaza,sencilla modificacion sonido,modificacion sonido en,sonido en el
shinchiro,shinchiro ascendance of,ascendance of a,of a bookworm
kt,ensure doc examples,doc examples use,examples use exampleresources
dependabot[bot],bump eslint from,eslint from 3190,from 3190 to
Mykle,merge pull request,pull request 15,request 15 from
Perry Miller,checking for fewer,for fewer than,fewer than 2
Perry Miller,using raw pointer,raw pointer when,pointer when converting
Elbert Alias,merge pull request,pull request 2853,request 2853 from
aqi-moscun,update file at,file at 20200101,at 20200101 004358
Richard Diz,set default user,default user role,user role but
Yusuf,feature 1 merge,1 merge with,merge with master
Yusuf,feature 1 merged,1 merged with,merged with security
Yusuf,master merge with,merge with feature1,with feature1 and
liruqi,partially convert from,convert from 20191220,from 20191220 stream13
Thomas Rampelberg,update to new,to new version,new version of
Derrick Burns,updated service profile,service profile description,profile description 616
Charles Pretzer,update linkerd 1,linkerd 1 version,1 version to
Marcus Wilson,add created date,created date to,date to chadwick
skullbe,merge pull request,pull request 2201,request 2201 from
Armok628,add s and,s and fix,and fix numberchar
Danilo Margarido,add jq to,jq to the,to the installed
SeanRen,delete projection matrix,projection matrix left,matrix left and
Kari Lockwood-Oliver,changes to nav,to nav menu,nav menu on
keum,status for 12312019,for 12312019 044000,12312019 044000 pm
Geoffrey Lovelace,add quickstart guide,quickstart guide for,guide for vscodedocker
Amirhossein,merge pull request,pull request 1,request 1 from
Elbert Alias,merge pull request,pull request 2849,request 2849 from
bkinney91,update service file,service file for,file for new
Renovate Bot,update dependency eslintpluginjest,dependency eslintpluginjest to,eslintpluginjest to v2320
Rodrigo Brito,fixdoc ajustments in,ajustments in doc,in doc and
Jennifer Huang,docs update c,update c client,c client libraries
Guangning,add diskusagethreshold to,diskusagethreshold to 099,to 099 5970
zuquan song,vagrantfile update for,update for build,for build dependency
Sijie Guo,merge remotetracking branch,remotetracking branch apachemaster,branch apachemaster into
wigforss,mavenreleaseplugin prepare for,prepare for next,for next development
skullbe,merge pull request,pull request 2202,request 2202 from
bartkoz,all tests pass,tests pass now,pass now added
Luis Alvarez,updated to support,to support single,support single page
Turnip1234,merge branch master,branch master of,master of httpsgithubcomturnip1234mywebsite
Alice Wercker,canary commit at,commit at 20200101,at 20200101 004415482647882
Le Heng Chieu,merge branch master,branch master of,master of httpsgithubcomcjlhdotfiles
tiago archanjo,update indexhtml add,indexhtml add container,add container text
vocx-fc,merge branch master,branch master into,master into utilitiesgui
Tianon Gravi,add tls support,tls support in,support in 60
yosifkit,merge pull request,pull request 218,request 218 from
TylerSeiford,v002 still need,still need a,need a cap
Vivian L,merge pull request,pull request 84,request 84 from
Binish Maharjan,merge pull request,pull request 31,request 31 from
Haseeb Majid,rotatinglight removed tslint,removed tslint removed,tslint removed tslint
Haseeb Majid,merge branch feature164,branch feature164 into,feature164 into master
BuildTools,added prototype createrun,prototype createrun lobby,createrun lobby functionality
BuildTools,changed from inmemory,from inmemory dictionary,inmemory dictionary to
Suryansh,dashboard widgets grid,widgets grid drag,grid drag setup
Mumeen Idris,add test cases,test cases to,cases to get
vlad,use eval on,eval on the,on the correct
Steven Saunders,fixed js validation,js validation and,validation and error
Tobias Briones,scripts that i,that i had,i had from
seatacken,working on new,on new counter,new counter functionality
silan,make function for,function for grph,for grph in
Blandine12,merge pull request,pull request 24,request 24 from
harlenlopez,merge branch master,branch master into,master into lab2
harlenlopez,merge pull request,pull request 25,request 25 from
Ken Dickey,merge branch master,branch master into,master into branch9
skullbe,merge pull request,pull request 2203,request 2203 from
AdrianValenciaSantos,final updates for,updates for mobile,for mobile format
ChrisH,add download link,download link to,link to poster
lexx,added vets list,vets list and,list and update
li-xie,modified to allow,to allow number,allow number of
Zachary Jacobs,automatically backed up,backed up by,up by learn
Thomas Andolf,added dagens pass,dagens pass number,pass number 42
Emad Alharbi,updatedremove files to,files to publish,to publish in
devanshkaria88,added like and,like and unlike,and unlike functions
GihanAyesh,merge branch gihan,branch gihan of,gihan of httpsgithubcomgreatwhitesharkshrmsystem
Gihan Ayeshmantha,merge pull request,pull request 4,request 4 from
yasiruRathnayaka97,merge branch master,branch master into,master into master
yasiruRathnayaka97,merge pull request,pull request 7,request 7 from
GihanAyesh,merge branch master,branch master of,master of httpsgithubcomgreatwhitesharkshrmsystem
Thamidu Muthukumarana,merge pull request,pull request 5,request 5 from
Thamidu Muthukumarana,merge branch master,branch master into,master into vihanga
aaiden Nicolas Witten,automatically backed up,backed up by,up by learn
dGrammatiko,merge pull request,pull request 35,request 35 from
Dimitrios Grammatikogiannis,merge branch master,branch master of,master of githubcomdgrammatikoformally
Estefano Salazar,fixed icon name,icon name on,name on appsjson
Elbert Alias,merge pull request,pull request 2822,request 2822 from
Tomer Kimia,fix issue where,issue where stops,where stops push
Tomer Kimia,merge pull request,pull request 208,request 208 from
Jonathan Torres,changes on queue,on queue and,queue and stack
Sorawee Porncharoenwase,fix behavior of,behavior of evilscrollup,of evilscrollup and
Spencer Wood,allow override of,override of test,of test harness
Danilo Margarido,some cosmetics for,cosmetics for the,for the next
Ken Dickey,merge branch master,branch master into,master into branch9
harlenlopez,merge pull request,pull request 26,request 26 from
Trenton Arndt,separating the shield,the shield from,shield from the
Igor Houwat,added toggledisplay function,toggledisplay function to,function to hide
Rob Levin,stronger types for,types for checkboxinput,for checkboxinput also
Rob Levin,stronger types for,types for buttonselectgroup,for buttonselectgroup 205
Rob Levin,merge remotetracking branch,remotetracking branch originmaster,branch originmaster into
Renovate Bot,builddeps update dependency,update dependency typesargparse,dependency typesargparse to
Amber Keahey,changing to just,to just home,just home races
skullbe,merge pull request,pull request 2204,request 2204 from
snyk-bot,fix packagejson yarnlock,packagejson yarnlock to,yarnlock to reduce
czhu2018,rollback version of,version of maven,of maven release
Kailana Kahawaii,automatically backed up,backed up by,up by learn
netdatabot,package amd64 debbuild,amd64 debbuild latest,debbuild latest package
Brandon Cheng,bump travis ci,travis ci rust,ci rust version
Danilo Margarido,travis testing something,testing something real,something real quick
Alexandre-T,removing symfony 43,symfony 43 from,43 from test
Sugu Sougoumarane,tests fix panic,fix panic in,panic in vstreamertest
Sugu Sougoumarane,merge pull request,pull request 5637,request 5637 from
Nick,enabled the cors,the cors functionalitiy,cors functionalitiy and
3141592654,split make code,make code prettier,code prettier in
3141592654,removed retval2 from,retval2 from the,from the preprocessobservations
Chris,removing australia videos,australia videos from,videos from comming
Lukas Langrock,merge branch master,branch master of,master of httpsgithubcomlukas34bulkdeleteblobs
skullbe,merge pull request,pull request 2205,request 2205 from
jnm2,skip creation of,creation of netstandard,of netstandard items
jnm2,netstandard targets do,targets do not,do not work
jnm2,enable targets to,targets to recognize,to recognize net
jnm2,enable targets to,targets to recognize,to recognize net
jnm2,enable targets to,targets to recognize,to recognize net
jnm2,default generatenullableattributes to,generatenullableattributes to false,to false in
jnm2,remove existing attributes,existing attributes of,attributes of interest
jnm2,replace references for,references for net,for net core
jnm2,failing tests for,tests for microsoftnetcoreappref,for microsoftnetcoreappref 310
jnm2,fix missing annotations,missing annotations when,annotations when using
Joseph Musser,use builtin version,builtin version comparison,version comparison coauthoredby
jnm2,revert use builtin,use builtin version,builtin version comparison
Sam Harwell,merge pull request,pull request 59,request 59 from
Sam Harwell,merge remotetracking branch,remotetracking branch tunnelvisionlabsmaster,branch tunnelvisionlabsmaster into
Sam Harwell,merge pull request,pull request 62,request 62 from
Sam Harwell,disable node reuse,node reuse for,reuse for tests
Sam Harwell,merge pull request,pull request 64,request 64 from
Melanie McGlynn,automatically backed up,backed up by,up by learn
zhtengw,appmiscnixnote bump new,bump new version,new version 215
Travis,autosave testing for,testing for ultimate,for ultimate hosts
Noah Glaser,added block to,block to unnecessary,to unnecessary searches
Tianon Gravi,add tls variant,tls variant of,variant of redisbasics
yosifkit,merge pull request,pull request 7219,request 7219 from
Flat-Pixels,chore add to,add to the,to the readme
CJXDBot,chore promote bddspring1577838517,promote bddspring1577838517 to,bddspring1577838517 to version
cjxd-bot-test,merge pull request,pull request 1,request 1 from
Nicholas,updated loot run,loot run command,run command messages
Nicholas,merge pull request,pull request 171,request 171 from
rajashree,update crb and,crb and rb,and rb if
Prachi Damle,change the etcd,the etcd dir,etcd dir permissions
Denise,merge pull request,pull request 24807,request 24807 from
Jeff Pickell,initial commit for,commit for zshrc,for zshrc and
